Report_ID,Source_File,Report_Type,Year,Date,Country,Function,Employer,Occupation,Body_Part,Nature_of_Injury,Time_in_Service,Cause,Activity,Mode_of_Operation,Point_of_Release,Process_Safety_Fundamental,Primary_Life_Saving_Rule,Secondary_Life_Saving_Rule,Rule,Narrative,What_Went_Wrong,Corrective_Actions,Causal_Factors,Source_Severity_Category,Potential_Consequence_Heuristic,Hazard,Barrier,Barrier_Failure,SIF_Label,SIF_Reason,Data_Quality,Potential_Consequence,Life_Saving_Rule,Secondary_LSR,Annotation_Status,Annotation_Confidence,Reviewer_Notes
2023_2023pfh_2__221,2023pfh(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2023,11 Sep 2023,Brazil,Production,,,,,,,Production operations,Normal,Subsea: Subsea pipeline/flowline,We respect hazards. CATEGORIES: A release above threshold quantity in any 1 hour period 159,,,,"The Control Room Operators observed a dropping trend on fuel gas import flowline. The OIM was contacted and aligned to changeover the GTG-A from gas to diesel, since the gas pressure was still dropping. After the GTG-A fuel changeover was completed, the platform decided to shut the topside import gas valve. External damage to the Gas Import Pipeline (GIP) was confirmed. No one was injured and the gas leak was stopped.",? • Safety and security measures/marking/sign/warnings – inadequate protective or safety measures: The gas import pipeline was installed without protection. • Undesired behaviour (internal and external) – careless/unfocused/not observant/distracted: External agent crossed the pipeline while dragging an anchor. • Inadequate Risk Assessment prior to the activities: The risk analysis was not updated considering unintentionally dragged anchors.,"• Protection of pipelines, flowlines and other subsea structures that could be damaged. • Include subsea structures maps and inform all fleet about the change. • Prepare operation procedure for the control room operators to close the SSIV immediately on indications of a leak. • Establish an ROV vessel strategy to secure short-notice mobilization. • Identify and require update of governing documents, that needs to be updated. BARRIERS: Management System Element Barrier Failure: Risk assessment and control Management System Element Barrier Failure: Asset design and integrity","PEOPLE (ACTS): Use of Protective Methods: Equipment or materials not secured PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment",Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing cause; missing life-saving-rule field,,,,,,
2023_2023pfh_2__222,2023pfh(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2023,18 Feb 2023,Guyana,Production,,,,,,"d an increase in hydraulic pressure, actuating cross over valves allowing transfer from methanol tank #2 to tank #1. On 18 February, at approximately 16:00, the Control Room Operator (CRO) observed low readings on the GIRs at the Methanol Tank area and level changes on Methanol Tanks.",Production operations,Routine maintenance,Breaking Containment Locations: Breaking containment location,We maintain safe isolation. CATEGORIES: A release above threshold quantity in any 1 hour period,,,,"Methanol tank #1 was prepared and isolated for confined space entry from methanol tank #2. The purpose was to replace the level transmitter inside tank #1 sump. On the afternoon of 17 February, the first entry by the Rope Access Team was conducted to install a safety line for the instrument team’s entry. Afternoon of 17 February, transmitter was identified as incorrect product. The confined space entry work was suspended on afternoon of the 17th and plans made to prepare the tank for service. While confined space entry suspended, troubleshooting on the 160 hydraulic system occurred and the hydraulic return valve was closed instead of the supply valve. Valve configuration",? • inadequate positive isolation completed for vessel entry: risk assessment did not address entry without positive isolation • inadequate approval level for vessel entry without positive isolation • incorrect valve isolation • control lines not depressurized • no indication to operator of valve position.,Update procedure to address positive isolation requirements including assessment process and proper approval levels. Clearly identify supply and return hydraulic valves. BARRIERS: Management System Element Barrier Failure: Risk assessment and control Management System Element Barrier Failure: Asset design and integrity Management System Element Barrier Failure: Plans and procedures,"PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate energy isolation PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment 161 FATAL INCIDENTS CLASSIFIED AS PROCESS SAFETY EVENTS 2023 AFRICA ONSHORE",Process Safety event (mixed severity),Fatality indicated in source,,,,,,Needs review: missing life-saving-rule field,,,,,,
2023_2023pfh_2__223,2023pfh(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2023,Jun 26 2023,Nigeria,Drilling,Contractor Occupation: Manual labourer,Manual labourer | <<Body part not allocated>> | <<Nature of injury not allocated>>,<<Body part not allocated>>,<<Nature of injury not allocated>>,,"Struck by (not dropped object), ACTIVITY: Drilling, workover, well operations",,,,,,,Energy isolation,"The activity on well 2 started on June 17th with the equipment mobilization in location. On June 18th the job officially commenced on site. The Scope of Work was to carry out maintenance activities on Xmas Tree and ambient valve recalibration. Operation was performed with support of Slick Line service and downhole plug. During the activity, the team observed the Slick Line and the upper sheave were not moving. In order to fix the issue, the Contractor Supervisor bled off the pressure in the hydraulic hose of the SL stuffing box through the dedicated hydraulic line, and proceeded to slack the cable at the bottom sheave to resume jar action This brought to failure the pressure equalization across the downhole plug and consequently led to the ejection of the same inside the lubricator which parted and jumped on air. The lubricator ejection determined the Slick Line cable tension and strong knockback. Consequently the lower sheave, connected to such cable, strongly impacted the IP’s chest and chin. IP medical conditions immediately appeared critical. The event led also to a slight gas release.","• Rigless Program developed PtW, Risk Assessment, Method of Statement, Isolation Certificate, TBT forms: all available in location, improvement needs have been observed in the procedures coordination and implementation. • Lack of supervision. • In presence of an issue (blocked Slick Line sheave), Contractor Supervisor decided to bleed off pressure in the hydraulic hose of the Slick Line stuffing box by pushing the small ball in the check valve seat allowing the hydraulic oil to bleed. This brought to the failure of the pressure equalization and following lubricator’s ejection. Operator did not stop the activity to re-assess the Risks. • The Contractor’s personnel competences were not previously assessed before starting the activity due to lack of Procedures. During the contractor’s personnel interviews carried out in the Investigation process competence’s gaps appeared evident for some crews members. • Lack of knowledge on First Aid Operations and Emergency Communications. Night MEDEVAC Operations to be improved.","• While dealing with high pressure fluids ensure proper barriers always in place. 162 • In case the assessed workflow (as per method of statement) changes, proper risk assessment must be done and mitigations identified. It must be treated as management of change. • Whenever you are planning a job, always take in consideration the operational context and the process conditions. • All operations (routinely and critical ones) require competent person to be performed; their knowledge must be formally assessed prior to start any job. • In all locations medevac drills must be performed and personnel to be adequately informed and trained about the existent procedures to be implemented. • Proper communication devices in remote areas are fundamental to manage any emergency situation. • Ensure safe rescue by medevac of the workers during day & night. • Stop work authority to be always applied whenever required (anyone is entitled).",PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Use of Protective Methods: Personal Protective Equipment not used or used improperly PEOPLE (ACTS): Inattention/Lack of Awareness: Improper decision making or lack of judgment PROCESS (CONDITIONS): Work Place Hazards: Hazardous atmosphere (explosive/toxic/asphyxiant) PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture AFRICA OFFSHORE No fatal incidents classified as process safety events. ASIA / AUSTRALASIA ONSHORE No fatal incidents classified as process safety events. ASIA / AUSTRALASIA OFFSHORE No fatal incidents classified as process safety events. EUROPE ONSHORE No fatal incidents classified as process safety events. 163 EUROPE OFFSHORE No fatal incidents classified as process safety events. MIDDLE EAST ONSHORE,Process Safety event (mixed severity),Fatality indicated in source,,,,,,Needs review: missing activity,,,,,,
2023_2023pfh_2__224,2023pfh(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2023,Jun 28 2023,Kuwait,Unspecified,Contractor Occupation: Process/equipment operator,Process/equipment operator | <<Body part not allocated>> | <<Nature of injury not allocated>>,<<Body part not allocated>>,<<Nature of injury not allocated>>,,"Pressure release, ACTIVITY: Production operations",,,,We respect hazards <<No Causal Factors Allocated>>,,,Line of fire,"When a Production crew was conducting routine well monitoring and troubleshooting, they noticed a spill from a nearby pipeline. The crew approached the spill site to investigate. Upon arriving at the site, the crew saw the water disposal pipeline had failed, and a pinhole was sending high-pressure produced water into the desert sand, creating a five metre-wide and two metre-deep whirlpool. During this observation, one of the workers slipped into the newly formed whirlpool. Crew members made several attempts to rescue him and were finally able to retrieve him from the water. One of the rescuers went into the hole and had to be rescued without any further harm. Emergency Medical arrived on site to begin advanced life-saving techniques but were unsuccessful.",Unaware of surroundings.,Not available.,,Process Safety event (mixed severity),Not explicitly determined,,,,,,Needs review: missing activity,,,,,,
2023_2023pfh_2__225,2023pfh(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2023,May 2 2023,Oman,Unspecified,Contractor Occupation: Manual labourer,Manual labourer | <<Body part not allocated>> | <<Nature of injury not allocated>>,<<Body part not allocated>>,<<Nature of injury not allocated>>,,"Exposure noise, chemical, biological, vibration, extreme temperature, ACTIVITY: Drilling, workover, well operations",,,,,,,Other issue – no applicable rule,"At approximately 2:55 am, a contractor was performing circulation prior to cement on well, when the wellhead started leaking fluid with hydrogen sulphide (H2S) release. A total of 7 people were reported to be impacted (1 164 deceased, 4 transferred to hospital and stable, 2 examined at site clinic). The well was secured (BOP shut-in) and the location was evacuated.",Death from H2S exposure.,Unspecified.,"PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Use of Protective Methods: Equipment or materials not secured PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture MIDDLE EAST OFFSHORE No fatal incidents classified as process safety events. NORTH AMERICA ONSHORE",Process Safety event (mixed severity),Fatality indicated in source,,,,,,Needs review: missing activity,,,,,,
2023_2023pfh_2__226,2023pfh(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2023,Feb 24 2023,USA,Production,Company Occupation: Process/equipment operator,Process/equipment operator | <<Body part not allocated>> | <<Nature of injury not allocated>>,<<Body part not allocated>>,<<Nature of injury not allocated>>,,"Exposure noise, chemical, biological, vibration, extreme temperature, ACTIVITY: Maintenance, inspection, testing",,,,,,,Bypassing safety controls,Worker was managing high fluid levels in the low pressure knock out (LPKO) vessel while bringing wells online at the facility and was found unresponsive.,Unexpected release.,"Review small building design with focus on ventilation and alarms. Reinforce existing practice of not draining process fluids within enclosed spaces or near ignition sources. Reinforce use of personal multi-gas protection monitors to verify acceptable atmospheric conditions, especially prior to building / enclosure entry and during activities involving process fluids. Ensure lone worker policies and safety-critical tools are functioning as intended – 165 including calibration and testing – and supervisors are accountable for monitoring use and adherence.",PEOPLE (ACTS): Following Procedures: Work or motion at improper speed PEOPLE (ACTS): Inattention/Lack of Awareness: Fatigue PROCESS (CONDITIONS): Organizational: Inadequate communication PROCESS (CONDITIONS): Organizational: Failure to report/learn from events NORTH AMERICA OFFSHORE No fatal incidents classified as process safety events. RUSSIA & CENTRAL ASIA ONSHORE No fatal incidents classified as process safety events. RUSSIA & CENTRAL ASIA OFFSHORE No fatal incidents classified as process safety events. SOUTH & CENTRAL AMERICA ONSHORE No fatal incidents classified as process safety events. SOUTH & CENTRAL AMERICA OFFSHORE No fatal incidents classified as process safety events. 166 FATAL INCIDENTS RELATED TO PROCESS SAFETY BUT NOT CLASSIFIED AS PROCESS SAFETY EVENTS 2023 AFRICA ONSHORE No fatal incidents related to process safety but not classified as process safety events. AFRICA OFFSHORE No fatal incidents related to process safety but not classified as process safety events. ASIA / AUSTRALASIA ONSHORE,Process Safety event (mixed severity),Fatality indicated in source,,,,,,Needs review: missing activity,,,,,,
2023_2023pfh_2__227,2023pfh(2).pdf,Process Safety Fatal/HPE/Tier 1 PSE,2023,Jun 22 2023,Pakistan,Production,Contractor Occupation: Transportation operator,Transportation operator | <<Body part not allocated>> | <<Nature of injury not allocated>>,<<Body part not allocated>>,<<Nature of injury not allocated>>,,"Explosion, fire or burns, ACTIVITY: Transport – Land",,,,,,,Driving,"Contractor bowser, filled with crude oil, left the plant around 3 pm. While commuting from the plant to a refinery, at 10.45 pm, the bowser rolled over and caught fire, resulting in the driver’s death. The helper suffered a burn injury and was immediately transported to hospital but later also lost his life.",System of supervision was ineffective.,Introduce the continuous speed check for HAZMAT transportation.,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change PROCESS (CONDITIONS): Work Place Hazards: Hazardous atmosphere (explosive/toxic/asphyxiant) PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures 167 PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication ASIA / AUSTRALASIA OFFSHORE No fatal incidents related to process safety but not classified as process safety events. EUROPE ONSHORE No fatal incidents related to process safety but not classified as process safety events. EUROPE OFFSHORE No fatal incidents related to process safety but not classified as process safety events. MIDDLE EAST ONSHORE No fatal incidents related to process safety but not classified as process safety events. MIDDLE EAST OFFSHORE No fatal incidents related to process safety but not classified as process safety events. NORTH AMERICA ONSHORE No fatal incidents related to process safety but not classified as process safety events. NORTH AMERICA OFSHORE No fatal incidents related to process safety but not classified as process safety events. 168 RUSSIA & CENTRAL ASIA ONSHORE No fatal incidents related to process safety but not classified as process safety events. RUSSIA & CENTRAL ASIA OFFSHORE No fatal incidents related to process safety but not classified as process safety events. SOUTH & CENTRAL AMERICA ONSHORE No fatal incidents related to process safety but not classified as process safety events. SOUTH & CENTRAL AMERICA OFFSHORE No fatal incidents related to process safety but not classified as process safety events. 169 HIGH POTENTIAL EVENTS RELATED TO PROCESS SAFETY BUT NOT CLASSIFIED AS PROCESS SAFETY EVENTS 2023 No high potential events related to process safety but not classified as process safety events reported. 170 This page is intentionally blank 171 The Process Safety Event data presented in this report are based on voluntary submissions from participating IOGP Member Companies and are not necessarily representative of the entire upstream oil and gas industry. The Process Safety Events (PSE) data presented are based on the numbers of Tier 1 and Tier 2 PSE reported by participating IOGP Member companies, and are categorised by: • onshore and offshore • drilling and production • activities • consequences • material released https://data.iogp.org City Tower, 40 Basinghall St, London EC2V 5DE, United Kingdom T: +44 (0)20 3763 9700 E: reception@iogp.org IOGP Americas IOGP Asia Pacific IOGP Europe IOGP Middle East & Africa T: +1 713 261 0411 T: +60 3-3099 2286 T: +32 (0)2 790 7762 T: +20 120 882 7784 E: reception-americas@iogp.org E: reception-asiapacific@iogp.org E. reception-europe@iogp.org E: reception-mea@iogp.org",Process Safety event (mixed severity),Fatality indicated in source,,,,,,Needs review: missing activity,,,,,,
2023_2023sf_2__001,2023sf(2).pdf,Fatal Incident,2023,26 Jun 2023,Nigeria,Drilling,Contractor,Manual labourer,"Neck/torso/spine, | Organ function / loss or damage","Organ function / loss or damage, Time in service: > 1 year < 5 years",> 1 year < 5 years,Struck by (not dropped object),"Drilling, workover, well operations",,,,Energy isolation,Work authorization,,"The activity on well 2 started on June 17th with the equipment mobilization in location. On June 18th the job officially commenced on site. The Scope of Work was to carry out maintenance activities on Xmas Tree and ambient valve recalibration. Operation was performed with support of Slick Line service and downhole plug. During the activity, the team observed the Slick Line and the upper sheave were not moving. In order to fix the issue, the Contractor Supervisor bled off the pressure in the hydraulic hose of the SL stuffing box through the dedicated hydraulic line, and proceeded to slack the cable at the bottom sheave to resume jar action This brought to failure the pressure equalization across the downhole plug and consequently led to the ejection of the same inside the lubricator which parted and jumped on air. The lubricator ejection determined the Slick Line cable tension and strong knockback. Consequently,the lower sheave, connected to such cable, strongly impacted the IP’s chest and chin. IP medical conditions immediately appeared critical. The event led also to a slight gas release.","• Rigless Programme developed PtW, Risk Assessment, Method of Statement, Isolation Certificate, TBT forms: all available in location, improvement needs have been observed in the procedures coordination and implementation. • Lack of supervision. • In presence of an issue (blocked Slick Line sheave), Contractor Supervisor decided to bleed off pressure in the hydraulic hose of the Slick Line stuffing box by pushing the small ball in the check valve seat allowing the hydraulic oil to bleed. This brought to the failure of the pressure equalization and following lubricator’s ejection. Operator did not stop the activity to re-assess the Risks. • The Contractor’s personnel competences were not previously assessed before starting the activity due to lack of Procedures. During the contractor’s personnel interviews carried out in the Investigation process, competence’s gaps appeared evident for some crew members. • Lack of knowledge on First Aid Operations and Emergency Communications. Night MEDEVAC Operations to be improved.","• While dealing with high pressure fluids, ensure proper barriers always in place. • In case the assessed workflow (as per method of statement) changes, proper risk assessment must be done and mitigations identified. It must be treated as management of change. 5 2023 safety data – Fatal incident reports AFRICA ONSHORE • Whenever you are planning a job, always take into consideration the operational context and the process conditions. • All operations (routine and critical ones) require competent person to be performed; their knowledge must be formally assessed prior to start any job. • In all locations medevac drills must be performed and personnel to be adequately informed and trained about the existent procedures to be implemented. • Proper communication devices in remote areas are fundamental to manage any emergency situation. • Ensure safe rescue by medevac of the workers during day & night. • Stop work authority to be always applied whenever required (anyone is entitled).",PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Use of Protective Methods: Personal Protective Equipment not used or used improperly PEOPLE (ACTS): Inattention/Lack of Awareness: Improper decision making or lack of judgment PROCESS (CONDITIONS): Work Place Hazards: Hazardous atmosphere (explosive/toxic/asphyxiant) PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture,Fatal/PI,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__002,2023sf(2).pdf,Fatal Incident,2023,13 Nov 2023,Nigeria,Production,Contractor,"Process/equipment operator, | Respiratory system","Respiratory system, Nature of injury: Inhalation, poisoning, intoxication, asphyxiation, drowning,","Inhalation, poisoning, intoxication, asphyxiation, drowning, | > 1 year < 5 years",> 1 year < 5 years,"Caught in, under or between (excl. dropped objects)","Construction, commissioning, decommissioning",,,,Line of fire,,,"While a Business Partner A-frame/Floater handler was attempting to disconnect a pipe floater from an 8-inch pipeline to lower the pipe, his arm became trapped, and the weight of the pipeline and the orientation of the floater dragged him under the water.",Inadequate hazard identification or risk assessment.,None allocated. 6 2023 safety data – Fatal incident reports AFRICA ONSHORE,,Fatal/PI,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__003,2023sf(2).pdf,Fatal Incident,2023,12 Dec 2023,Nigeria,Construction,Contractor,"Transportation operator, | Head (incl. mouth, etc.)","Head (incl. mouth, etc.), Nature of injury: Cut, Puncture, Scrape, Time in service: Unspecified","Cut, Puncture, Scrape",Unspecified,Assault or violent act,Transport - Land,,,,Other issue – no applicable rule,,,"A contractor convoy was ambushed by unknown gunmen. Four government security personnel and two contractor drivers were fatally injured. Two contractor expats were kidnapped, but were released 17 days later.",Ambushed by unknown gunmen.,Lack of security. 7 2023 safety data – Fatal incident reports AFRICA OFFSHORE,,Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__004,2023sf(2).pdf,Fatal Incident,2023,29 Dec 2023,Nigeria,Production,Contractor,,"Leg/knee/hip, | Burn","Burn, Time in service: Unspecified",Unspecified,"Explosion, fire or burns","Transport - Water, incl. marine activity",,,,Other issue – no applicable rule,,,A Pusher Tug with Environmental barge experienced an engine room fire. One of the crew sustained severe burns and was admitted to hospital for treatment and later passed away.,Unspecified.,Unspecified.,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PEOPLE (ACTS): Use of Protective Methods: Inadequate use of safety systems PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing PROCESS (CONDITIONS): Work Place Hazards: Hazardous atmosphere (explosive/toxic/asphyxiant) 8 2023 safety data – Fatal incident reports ASIA/AUSTRALASIA ONSHORE",Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__005,2023sf(2).pdf,Fatal Incident,2023,02 Jan 2023,Malaysia,Production,Contractor,Other,"Head (incl. mouth, etc.), | Unspecified","Unspecified, Time in service: > 1 year < 5 years",> 1 year < 5 years,Falls from height,"Construction, commissioning, decommissioning",,,,Working at height,,,Fall from height during scaffolding dismantling at project fabrication site.,"During the incident, the scaffolder was dismantling the cantilever scaffold when the scaffold frame suddenly tilted after the he stepped onto the ledger box-tie member. This caused the scaffolder to lose his balance and fall onto the ground, together with the scaffolding structure. The scaffolder was observed hooking his full-body harness to the scaffold frame instead of the lifeline.",Lifeline to be properly designed and installed. Visually mark the lifeline for easy identification and enforce safety harness to be secured/hooked to the lifeline at all times while working at height.,,Fatal/PI,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__006,2023sf(2).pdf,Fatal Incident,2023,22 Jun 2023,Pakistan,Production,Contractor,Transportation operator,"Respiratory system, | Burn","Burn, Time in service: Unspecified",Unspecified,"Explosion, fire or burns",Transport - Land,,,,Driving,,,"Contractor bowser, filled with crude oil, left the plant around 3 pm. While commuting from the plant to a refinery, at 10.45 pm, the bowser rolled over and caught fire, resulting in the driver's death. The helper suffered a burn injury and was immediately transported to hospital but later also lost his life.",System of supervision was ineffective. 9 2023 safety data – Fatal incident reports ASIA/AUSTRALASIA ONSHORE,Introduce the continuous speed check for HAZMAT transportation.,"PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management of change PROCESS (CONDITIONS): Work Place Hazards: Hazardous atmosphere (explosive/toxic/asphyxiant) PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate communication",Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__007,2023sf(2).pdf,Fatal Incident,2023,22 May 2023,Pakistan,Unspecified,Contractor,,"Internal organs, | Unspecified","Unspecified, Time in service: Unspecified",Unspecified,Assault or violent act,Production operations,,,,Other issue – no applicable rule,,,Terror attack - no further information.,Terror attack - no further information.,Terror attack - no further information. 10 2023 safety data – Fatal incident reports ASIA/AUSTRALASIA OFFSHORE,,Fatal/PI,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__008,2023sf(2).pdf,Fatal Incident,2023,02 Jun 2023,Australia,Production,Contractor,"Maintenance, craftsman, | Head (incl. mouth, etc.)","Head (incl. mouth, etc.), Nature of injury: Unspecified, Time in service: 10 + years",Unspecified,10 + years,Struck by (not dropped object),"Maintenance, inspection, testing",,,,Working at height,,,,Pending formal investigation outcome.,Pending formal investigation outcome.,,Fatal/PI,Not explicitly determined,,,,,,Needs review: missing narrative,,,,,,
2023_2023sf_2__009,2023sf(2).pdf,Fatal Incident,2023,07 Apr 2023,Malaysia,Drilling,Contractor,Drilling/well servicing operator,"Neck/torso/spine, | Crushing","Crushing, Time in service: 10 + years",10 + years,"Caught in, under or between (excl. dropped objects)","Drilling, workover, well operations",,,,Safe mechanical lifting,Line of fire,,"While removing the Christmas tree using air tuggers, the securing bracket for the air tugger failed. This caused the air tugger winch to rotate and fatally crush the IP against a steel I-beam.",Location of tugger controls required the floorman to stand between tugger and I-beam. Potential for tugger movement and line of fire hazard was not identified. Tugger swivel pedestal base was modified from the original design without documented engineering review or management of change. Previous tugger incidents involving swivel base malfunction and failure were undocumented and not shared. 11 2023 safety data – Fatal incident reports ASIA/AUSTRALASIA OFFSHORE,"• Install OEM-available remote operation capability for tuggers and establish criteria for remote operation to manage line of fire hazard. Implement physical walk through upon installation to identify and mitigate crush points. • Ensure lifting equipment permanently installed on adjustable foundations is engineered, fabricated, and installed per approved design and modifications are in accordance with management of change processes (contractor). • Prohibit work on critical equipment outside of the maintenance system.",PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group) EUROPE ONSHORE No fatal incidents reported. EUROPE OFFSHORE No fatal incidents reported. 12 2023 safety data – Fatal incident reports MIDDLE EAST ONSHORE,Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__010,2023sf(2).pdf,Fatal Incident,2023,12 Mar 2023,Kuwait,Production,Contractor,"Maintenance, craftsman","Unspecified, | Burn","Burn, Time in service: Unspecified",Unspecified,"Explosion, fire or burns","Maintenance, inspection, testing",,,,Bypassing safety controls,Energy isolation,,"On the day of the incident the gathering center was under total shutdown. The job was to replace the corroded 42” tank vapour gas piping. The activity was performed by cold cutting by the contractor. While cold cutting, an explosion and fire occurred that resulted in two contractor fatalities, 12 lost work day cases, and 1 minor injury. Emergency responders attended. The fire was extinguished by fire crew. The employees were transferred to medical facilities by ambulance. The deceased person was taken by Forensic medical department.",Workers in the line of fire. Underestimated the associated hazard of work location and activity.,• Ensure Method Statement for Critical Activities includes all potential hazards and precautions to eliminate/ mitigate hazards and ensure compliance. • Ensure close follow-up between all the maintenance and contractors during facility shutdown. 13 2023 safety data – Fatal incident reports MIDDLE EAST ONSHORE,,Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__011,2023sf(2).pdf,Fatal Incident,2023,28 Jun 2023,Kuwait,Production,Contractor,"Process/equipment operator, | Neck/torso/spine","Neck/torso/spine, Nature of injury: Inhalation, poisoning, intoxication, asphyxiation, drowning,","Inhalation, poisoning, intoxication, asphyxiation, drowning, | > 1 year < 5 years",> 1 year < 5 years,Pressure release,Production operations,,,We respect hazards 14 2023 safety data – Fatal incident reports MIDDLE EAST ONSHORE,Line of fire,,,"When a Production crew was conducting routine well monitoring and troubleshooting, they noticed a spill from a nearby pipeline. The crew approached the spill site to investigate. Upon arriving at the site, the crew saw the water disposal pipeline had failed, and a pinhole was sending high-pressure produced water into the desert sand, creating a five metre-wide and two metre-deep whirlpool. During this observation, one of the workers slipped into the newly formed whirlpool. Crew members made several attempts to rescue him and were finally able to retrieve him from the water. One of the rescuers went into the hole and had to be rescued without any further harm. Emergency Medical arrived on site to begin advanced life-saving techniques but were unsuccessful.",Unaware of surroundings.,Not available.,,Fatal/PI,Not explicitly determined,,,,,,Cleaned; review before annotation,,,,,,
2023_2023sf_2__012,2023sf(2).pdf,Fatal Incident,2023,2 May 2023,Oman,Unspecified,Contractor,Manual labourer,"Respiratory system, | Inhalation, poisoning, intoxication, asphyxiation, drowning","Inhalation, poisoning, intoxication, asphyxiation, drowning, Time in service: 10 + years",10 + years,"Exposure noise, chemical, biological, vibration, extreme temperature","Drilling, workover, well operations",,,,Other issue – no applicable rule,,,"At approximately 2:55 am, a contractor was performing circulation prior to cement on well, when the wellhead started leaking fluid with hydrogen sulphide (H2S) release. A total of 7 people were reported to be impacted (1 deceased, 4 transferred to hospital and stable, 2 examined at site clinic). The well was secured (BOP shut-in) and the location was evacuated.",Death from H2S exposure.,Unspecified.,"PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group) PEOPLE (ACTS): Use of Protective Methods: Equipment or materials not secured PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/ materials/products PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment PROCESS (CONDITIONS): Organizational: Inadequate supervision PROCESS (CONDITIONS): Organizational: Poor leadership/organizational culture MIDDLE EAST OFFSHORE No fatal incidents reported. 15 2023 safety data – Fatal incident reports NORTH AMERICA ONSHORE",Fatal/PI,Fatality indicated in source,,,,,,Cleaned; review before annotation,,,,,,
